Rainfall - (MM), Year, Statistics, Country, ISO3
17.758, 1991, Sep Average, Greece, GRC
57.6601, 1991, Oct Average, Greece, GRC
73.2864, 1991, Nov Average, Greece, GRC
55.3975, 1991, Dec Average, Greece, GRC
16.2868, 1992, Jan Average, Greece, GRC
21.2183, 1992, Feb Average, Greece, GRC
39.7416, 1992, Mar Average, Greece, GRC
79.8947, 1992, Apr Average, Greece, GRC
49.5421, 1992, May Average, Greece, GRC
54.3716, 1992, Jun Average, Greece, GRC
25.568, 1992, Jul Average, Greece, GRC
7.17247, 1992, Aug Average, Greece, GRC
8.78052, 1992, Sep Average, Greece, GRC
43.2296, 1992, Oct Average, Greece, GRC
65.1483, 1992, Nov Average, Greece, GRC
67.9287, 1992, Dec Average, Greece, GRC
32.2465, 1993, Jan Average, Greece, GRC
61.1117, 1993, Feb Average, Greece, GRC
48.1209, 1993, Mar Average, Greece, GRC
31.9838, 1993, Apr Average, Greece, GRC
68.0083, 1993, May Average, Greece, GRC
22.5041, 1993, Jun Average, Greece, GRC
2.33227, 1993, Jul Average, Greece, GRC
5.10498, 1993, Aug Average, Greece, GRC
11.3569, 1993, Sep Average, Greece, GRC
17.4139, 1993, Oct Average, Greece, GRC
151.674, 1993, Nov Average, Greece, GRC
63.022, 1993, Dec Average, Greece, GRC
115.426, 1994, Jan Average, Greece, GRC
80.8609, 1994, Feb Average, Greece, GRC
23.0249, 1994, Mar Average, Greece, GRC
58.9625, 1994, Apr Average, Greece, GRC
49.8197, 1994, May Average, Greece, GRC
18.6474, 1994, Jun Average, Greece, GRC
29.2723, 1994, Jul Average, Greece, GRC
16.1497, 1994, Aug Average, Greece, GRC
4.11189, 1994, Sep Average, Greece, GRC
109.805, 1994, Oct Average, Greece, GRC
80.8349, 1994, Nov Average, Greece, GRC
104.917, 1994, Dec Average, Greece, GRC
122.506, 1995, Jan Average, Greece, GRC
23.8135, 1995, Feb Average, Greece, GRC
80.4046, 1995, Mar Average, Greece, GRC
30.8014, 1995, Apr Average, Greece, GRC
35.0363, 1995, May Average, Greece, GRC
14.9045, 1995, Jun Average, Greece, GRC
34.7451, 1995, Jul Average, Greece, GRC
39.7828, 1995, Aug Average, Greece, GRC
46.7998, 1995, Sep Average, Greece, GRC
12.6645, 1995, Oct Average, Greece, GRC
85.8547, 1995, Nov Average, Greece, GRC
121.479, 1995, Dec Average, Greece, GRC
89.2232, 1996, Jan Average, Greece, GRC
107.432, 1996, Feb Average, Greece, GRC
80.531, 1996, Mar Average, Greece, GRC
39.1728, 1996, Apr Average, Greece, GRC
26.0196, 1996, May Average, Greece, GRC
11.6005, 1996, Jun Average, Greece, GRC
6.53458, 1996, Jul Average, Greece, GRC
25.7673, 1996, Aug Average, Greece, GRC
67.7698, 1996, Sep Average, Greece, GRC
70.3016, 1996, Oct Average, Greece, GRC
71.626, 1996, Nov Average, Greece, GRC
107.524, 1996, Dec Average, Greece, GRC
65.1979, 1997, Jan Average, Greece, GRC
36.0721, 1997, Feb Average, Greece, GRC
47.9157, 1997, Mar Average, Greece, GRC
73.6381, 1997, Apr Average, Greece, GRC
13.8543, 1997, May Average, Greece, GRC
21.8601, 1997, Jun Average, Greece, GRC
9.51566, 1997, Jul Average, Greece, GRC
28.4275, 1997, Aug Average, Greece, GRC
6.53887, 1997, Sep Average, Greece, GRC
78.2937, 1997, Oct Average, Greece, GRC
74.2387, 1997, Nov Average, Greece, GRC
127.491, 1997, Dec Average, Greece, GRC
43.4026, 1998, Jan Average, Greece, GRC
58.7715, 1998, Feb Average, Greece, GRC
59.0455, 1998, Mar Average, Greece, GRC
16.1728, 1998, Apr Average, Greece, GRC
75.9578, 1998, May Average, Greece, GRC
12.6726, 1998, Jun Average, Greece, GRC
8.45131, 1998, Jul Average, Greece, GRC
5.05784, 1998, Aug Average, Greece, GRC
48.4744, 1998, Sep Average, Greece, GRC
43.8402, 1998, Oct Average, Greece, GRC
160.936, 1998, Nov Average, Greece, GRC
97.3405, 1998, Dec Average, Greece, GRC
66.9775, 1999, Jan Average, Greece, GRC
75.6209, 1999, Feb Average, Greece, GRC
100.219, 1999, Mar Average, Greece, GRC
37.7684, 1999, Apr Average, Greece, GRC
20.4168, 1999, May Average, Greece, GRC
21.4133, 1999, Jun Average, Greece, GRC
22.4481, 1999, Jul Average, Greece, GRC
15.4318, 1999, Aug Average, Greece, GRC
34.2085, 1999, Sep Average, Greece, GRC
46.009, 1999, Oct Average, Greece, GRC
98.0666, 1999, Nov Average, Greece, GRC
102.801, 1999, Dec Average, Greece, GRC
30.4272, 2000, Jan Average, Greece, GRC
63.7795, 2000, Feb Average, Greece, GRC
28.5106, 2000, Mar Average, Greece, GRC
25.4888, 2000, Apr Average, Greece, GRC
23.3088, 2000, May Average, Greece, GRC
14.3393, 2000, Jun Average, Greece, GRC
4.96574, 2000, Jul Average, Greece, GRC
8.82498, 2000, Aug Average, Greece, GRC
17.1585, 2000, Sep Average, Greece, GRC
61.4692, 2000, Oct Average, Greece, GRC
73.9526, 2000, Nov Average, Greece, GRC
50.2029, 2000, Dec Average, Greece, GRC
71.7832, 2001, Jan Average, Greece, GRC
50.3547, 2001, Feb Average, Greece, GRC
21.8811, 2001, Mar Average, Greece, GRC
76.8351, 2001, Apr Average, Greece, GRC
43.9481, 2001, May Average, Greece, GRC
11.5099, 2001, Jun Average, Greece, GRC
21.4228, 2001, Jul Average, Greece, GRC
17.004, 2001, Aug Average, Greece, GRC
14.5853, 2001, Sep Average, Greece, GRC
5.67163, 2001, Oct Average, Greece, GRC
94.3143, 2001, Nov Average, Greece, GRC
123.628, 2001, Dec Average, Greece, GRC
41.3222, 2002, Jan Average, Greece, GRC
17.3864, 2002, Feb Average, Greece, GRC
64.6917, 2002, Mar Average, Greece, GRC
73.2084, 2002, Apr Average, Greece, GRC
21.5526, 2002, May Average, Greece, GRC
14.7651, 2002, Jun Average, Greece, GRC
55.5004, 2002, Jul Average, Greece, GRC
42.1514, 2002, Aug Average, Greece, GRC
99.6158, 2002, Sep Average, Greece, GRC
72.5616, 2002, Oct Average, Greece, GRC
93.8492, 2002, Nov Average, Greece, GRC
181.928, 2002, Dec Average, Greece, GRC
125.982, 2003, Jan Average, Greece, GRC
82.7443, 2003, Feb Average, Greece, GRC
38.6514, 2003, Mar Average, Greece, GRC
51.0387, 2003, Apr Average, Greece, GRC
46.2796, 2003, May Average, Greece, GRC
21.7855, 2003, Jun Average, Greece, GRC
16.4949, 2003, Jul Average, Greece, GRC
21.4318, 2003, Aug Average, Greece, GRC
36.1288, 2003, Sep Average, Greece, GRC
94.1293, 2003, Oct Average, Greece, GRC
42.9934, 2003, Nov Average, Greece, GRC
109.668, 2003, Dec Average, Greece, GRC
132.062, 2004, Jan Average, Greece, GRC
27.1678, 2004, Feb Average, Greece, GRC
45.3856, 2004, Mar Average, Greece, GRC
42.6381, 2004, Apr Average, Greece, GRC
37.4333, 2004, May Average, Greece, GRC
48.5858, 2004, Jun Average, Greece, GRC
18.21, 2004, Jul Average, Greece, GRC
10.0022, 2004, Aug Average, Greece, GRC
27.6758, 2004, Sep Average, Greece, GRC
51.0755, 2004, Oct Average, Greece, GRC
64.8117, 2004, Nov Average, Greece, GRC
94.8047, 2004, Dec Average, Greece, GRC
91.4744, 2005, Jan Average, Greece, GRC
89.9947, 2005, Feb Average, Greece, GRC
56.0272, 2005, Mar Average, Greece, GRC
13.6247, 2005, Apr Average, Greece, GRC
47.5218, 2005, May Average, Greece, GRC
15.2102, 2005, Jun Average, Greece, GRC
52.6507, 2005, Jul Average, Greece, GRC
14.9692, 2005, Aug Average, Greece, GRC
55.6028, 2005, Sep Average, Greece, GRC
34.8781, 2005, Oct Average, Greece, GRC
136.296, 2005, Nov Average, Greece, GRC
71.2181, 2005, Dec Average, Greece, GRC
112.446, 2006, Jan Average, Greece, GRC
71.8297, 2006, Feb Average, Greece, GRC
74.3456, 2006, Mar Average, Greece, GRC
40.8926, 2006, Apr Average, Greece, GRC
12.2443, 2006, May Average, Greece, GRC
52.1691, 2006, Jun Average, Greece, GRC
26.7026, 2006, Jul Average, Greece, GRC
12.3855, 2006, Aug Average, Greece, GRC
94.2393, 2006, Sep Average, Greece, GRC
103.985, 2006, Oct Average, Greece, GRC
42.9588, 2006, Nov Average, Greece, GRC
32.5269, 2006, Dec Average, Greece, GRC
24.5822, 2007, Jan Average, Greece, GRC
64.2604, 2007, Feb Average, Greece, GRC
63.4587, 2007, Mar Average, Greece, GRC
21.0754, 2007, Apr Average, Greece, GRC
87.4138, 2007, May Average, Greece, GRC
39.6598, 2007, Jun Average, Greece, GRC
0.66764, 2007, Jul Average, Greece, GRC
22.275, 2007, Aug Average, Greece, GRC
30.2526, 2007, Sep Average, Greece, GRC
109.482, 2007, Oct Average, Greece, GRC
104.178, 2007, Nov Average, Greece, GRC
69.191, 2007, Dec Average, Greece, GRC
36.8612, 2008, Jan Average, Greece, GRC
24.7216, 2008, Feb Average, Greece, GRC
46.315, 2008, Mar Average, Greece, GRC
76.0935, 2008, Apr Average, Greece, GRC
20.2231, 2008, May Average, Greece, GRC
28.8258, 2008, Jun Average, Greece, GRC
17.5624, 2008, Jul Average, Greece, GRC
9.25999, 2008, Aug Average, Greece, GRC
70.8083, 2008, Sep Average, Greece, GRC
28.0577, 2008, Oct Average, Greece, GRC
60.4631, 2008, Nov Average, Greece, GRC
116.899, 2008, Dec Average, Greece, GRC
154.636, 2009, Jan Average, Greece, GRC
58.3236, 2009, Feb Average, Greece, GRC
87.9065, 2009, Mar Average, Greece, GRC
46.7777, 2009, Apr Average, Greece, GRC
29.3647, 2009, May Average, Greece, GRC
34.5329, 2009, Jun Average, Greece, GRC
17.6487, 2009, Jul Average, Greece, GRC
26.9266, 2009, Aug Average, Greece, GRC
64.2187, 2009, Sep Average, Greece, GRC
109.613, 2009, Oct Average, Greece, GRC
73.7828, 2009, Nov Average, Greece, GRC
143.691, 2009, Dec Average, Greece, GRC
71.2897, 2010, Jan Average, Greece, GRC
109.323, 2010, Feb Average, Greece, GRC
47.6409, 2010, Mar Average, Greece, GRC
18.0205, 2010, Apr Average, Greece, GRC
47.425, 2010, May Average, Greece, GRC
47.7912, 2010, Jun Average, Greece, GRC
20.2824, 2010, Jul Average, Greece, GRC
4.90783, 2010, Aug Average, Greece, GRC
53.9394, 2010, Sep Average, Greece, GRC
140.154, 2010, Oct Average, Greece, GRC
58.8763, 2010, Nov Average, Greece, GRC
64.8997, 2010, Dec Average, Greece, GRC
91.304, 2011, Jan Average, Greece, GRC
71.7184, 2011, Feb Average, Greece, GRC
47.5634, 2011, Mar Average, Greece, GRC
50.9349, 2011, Apr Average, Greece, GRC
53.7489, 2011, May Average, Greece, GRC
25.0042, 2011, Jun Average, Greece, GRC
5.98106, 2011, Jul Average, Greece, GRC
17.9196, 2011, Aug Average, Greece, GRC
32.3966, 2011, Sep Average, Greece, GRC
80.1984, 2011, Oct Average, Greece, GRC
10.8893, 2011, Nov Average, Greece, GRC
98.4194, 2011, Dec Average, Greece, GRC
59.7167, 2012, Jan Average, Greece, GRC
109.275, 2012, Feb Average, Greece, GRC
38.6374, 2012, Mar Average, Greece, GRC
65.7065, 2012, Apr Average, Greece, GRC
68.7529, 2012, May Average, Greece, GRC
7.60167, 2012, Jun Average, Greece, GRC
2.23125, 2012, Jul Average, Greece, GRC
16.3319, 2012, Aug Average, Greece, GRC
39.1605, 2012, Sep Average, Greece, GRC
48.584, 2012, Oct Average, Greece, GRC
83.501, 2012, Nov Average, Greece, GRC
143.475, 2012, Dec Average, Greece, GRC
111.289, 2013, Jan Average, Greece, GRC
109.872, 2013, Feb Average, Greece, GRC
50.666, 2013, Mar Average, Greece, GRC
16.1596, 2013, Apr Average, Greece, GRC
27.3765, 2013, May Average, Greece, GRC
44.9212, 2013, Jun Average, Greece, GRC
19.9638, 2013, Jul Average, Greece, GRC
9.35227, 2013, Aug Average, Greece, GRC
15.1116, 2013, Sep Average, Greece, GRC
37.2206, 2013, Oct Average, Greece, GRC
113.081, 2013, Nov Average, Greece, GRC
67.0649, 2013, Dec Average, Greece, GRC
98.0918, 2014, Jan Average, Greece, GRC
47.8941, 2014, Feb Average, Greece, GRC
88.5546, 2014, Mar Average, Greece, GRC
64.4738, 2014, Apr Average, Greece, GRC
32.7593, 2014, May Average, Greece, GRC
47.2703, 2014, Jun Average, Greece, GRC
52.3483, 2014, Jul Average, Greece, GRC
15.2142, 2014, Aug Average, Greece, GRC
76.4594, 2014, Sep Average, Greece, GRC
103.573, 2014, Oct Average, Greece, GRC
69.1528, 2014, Nov Average, Greece, GRC
169.986, 2014, Dec Average, Greece, GRC
80.736, 2015, Jan Average, Greece, GRC
81.9815, 2015, Feb Average, Greece, GRC
109.454, 2015, Mar Average, Greece, GRC
26.909, 2015, Apr Average, Greece, GRC
21.495, 2015, May Average, Greece, GRC
64.4155, 2015, Jun Average, Greece, GRC
8.81861, 2015, Jul Average, Greece, GRC
39.4288, 2015, Aug Average, Greece, GRC
92.9045, 2015, Sep Average, Greece, GRC
114.467, 2015, Oct Average, Greece, GRC
58.9469, 2015, Nov Average, Greece, GRC
6.66703, 2015, Dec Average, Greece, GRC
84.2221, 2016, Jan Average, Greece, GRC
41.8126, 2016, Feb Average, Greece, GRC
98.3784, 2016, Mar Average, Greece, GRC
21.0995, 2016, Apr Average, Greece, GRC
64.9636, 2016, May Average, Greece, GRC
40.0275, 2016, Jun Average, Greece, GRC
5.14581, 2016, Jul Average, Greece, GRC
16.9394, 2016, Aug Average, Greece, GRC
71.6755, 2016, Sep Average, Greece, GRC
84.7321, 2016, Oct Average, Greece, GRC
93.3345, 2016, Nov Average, Greece, GRC
24.0186, 2016, Dec Average, Greece, GRC
10.046, 1991, Jan Average, Hungary, HUN
32.0283, 1991, Feb Average, Hungary, HUN
21.099, 1991, Mar Average, Hungary, HUN
41.9461, 1991, Apr Average, Hungary, HUN
83.9577, 1991, May Average, Hungary, HUN
56.2447, 1991, Jun Average, Hungary, HUN
116.234, 1991, Jul Average, Hungary, HUN
63.6904, 1991, Aug Average, Hungary, HUN
28.5381, 1991, Sep Average, Hungary, HUN
80.8897, 1991, Oct Average, Hungary, HUN
77.7866, 1991, Nov Average, Hungary, HUN
29.9402, 1991, Dec Average, Hungary, HUN
12.9596, 1992, Jan Average, Hungary, HUN
16.9178, 1992, Feb Average, Hungary, HUN
37.6985, 1992, Mar Average, Hungary, HUN
31.8955, 1992, Apr Average, Hungary, HUN
27.0576, 1992, May Average, Hungary, HUN
94.7645, 1992, Jun Average, Hungary, HUN
42.5475, 1992, Jul Average, Hungary, HUN
9.74532, 1992, Aug Average, Hungary, HUN
45.3189, 1992, Sep Average, Hungary, HUN
96.3691, 1992, Oct Average, Hungary, HUN
61.8865, 1992, Nov Average, Hungary, HUN
44.8402, 1992, Dec Average, Hungary, HUN
15.9479, 1993, Jan Average, Hungary, HUN
12.2917, 1993, Feb Average, Hungary, HUN
31.1411, 1993, Mar Average, Hungary, HUN
30.7295, 1993, Apr Average, Hungary, HUN
27.2431, 1993, May Average, Hungary, HUN
51.663, 1993, Jun Average, Hungary, HUN
58.888, 1993, Jul Average, Hungary, HUN
42.3583, 1993, Aug Average, Hungary, HUN
56.9474, 1993, Sep Average, Hungary, HUN
73.7142, 1993, Oct Average, Hungary, HUN
71.5153, 1993, Nov Average, Hungary, HUN
69.372, 1993, Dec Average, Hungary, HUN
37.5588, 1994, Jan Average, Hungary, HUN
21.643, 1994, Feb Average, Hungary, HUN
27.1051, 1994, Mar Average, Hungary, HUN
76.8072, 1994, Apr Average, Hungary, HUN
66.0643, 1994, May Average, Hungary, HUN
54.9377, 1994, Jun Average, Hungary, HUN
42.586, 1994, Jul Average, Hungary, HUN
74.8198, 1994, Aug Average, Hungary, HUN
50.2285, 1994, Sep Average, Hungary, HUN
59.0833, 1994, Oct Average, Hungary, HUN
26.7611, 1994, Nov Average, Hungary, HUN
30.1096, 1994, Dec Average, Hungary, HUN
34.533, 1995, Jan Average, Hungary, HUN
52.9718, 1995, Feb Average, Hungary, HUN
41.4876, 1995, Mar Average, Hungary, HUN
54.0219, 1995, Apr Average, Hungary, HUN
74.8513, 1995, May Average, Hungary, HUN
108.775, 1995, Jun Average, Hungary, HUN
45.8917, 1995, Jul Average, Hungary, HUN
79.0777, 1995, Aug Average, Hungary, HUN
78.5878, 1995, Sep Average, Hungary, HUN
3.61307, 1995, Oct Average, Hungary, HUN
49.9928, 1995, Nov Average, Hungary, HUN
66.7398, 1995, Dec Average, Hungary, HUN
44.8019, 1996, Jan Average, Hungary, HUN
27.8667, 1996, Feb Average, Hungary, HUN
17.4003, 1996, Mar Average, Hungary, HUN
55.2623, 1996, Apr Average, Hungary, HUN
94.0221, 1996, May Average, Hungary, HUN
48.6139, 1996, Jun Average, Hungary, HUN
56.2074, 1996, Jul Average, Hungary, HUN
81.4171, 1996, Aug Average, Hungary, HUN
103.171, 1996, Sep Average, Hungary, HUN
37.7715, 1996, Oct Average, Hungary, HUN
36.7651, 1996, Nov Average, Hungary, HUN
49.5253, 1996, Dec Average, Hungary, HUN
21.9764, 1997, Jan Average, Hungary, HUN
14.2785, 1997, Feb Average, Hungary, HUN
17.5062, 1997, Mar Average, Hungary, HUN
39.031, 1997, Apr Average, Hungary, HUN
57.6149, 1997, May Average, Hungary, HUN
72.0426, 1997, Jun Average, Hungary, HUN
100.037, 1997, Jul Average, Hungary, HUN
46.649, 1997, Aug Average, Hungary, HUN
23.4665, 1997, Sep Average, Hungary, HUN
31.7201, 1997, Oct Average, Hungary, HUN
55.5981, 1997, Nov Average, Hungary, HUN
47.6773, 1997, Dec Average, Hungary, HUN
34.7561, 1998, Jan Average, Hungary, HUN
4.00315, 1998, Feb Average, Hungary, HUN
19.6668, 1998, Mar Average, Hungary, HUN
69.4363, 1998, Apr Average, Hungary, HUN
69.3003, 1998, May Average, Hungary, HUN
78.4056, 1998, Jun Average, Hungary, HUN
87.0986, 1998, Jul Average, Hungary, HUN
56.2208, 1998, Aug Average, Hungary, HUN
107.659, 1998, Sep Average, Hungary, HUN
82.869, 1998, Oct Average, Hungary, HUN
60.1271, 1998, Nov Average, Hungary, HUN
27.838, 1998, Dec Average, Hungary, HUN
18.5874, 1999, Jan Average, Hungary, HUN
59.4864, 1999, Feb Average, Hungary, HUN
21.5761, 1999, Mar Average, Hungary, HUN
63.2632, 1999, Apr Average, Hungary, HUN
63.6077, 1999, May Average, Hungary, HUN
111.573, 1999, Jun Average, Hungary, HUN
117.69, 1999, Jul Average, Hungary, HUN
73.343, 1999, Aug Average, Hungary, HUN
30.021, 1999, Sep Average, Hungary, HUN
32.7295, 1999, Oct Average, Hungary, HUN
76.7713, 1999, Nov Average, Hungary, HUN
70.3181, 1999, Dec Average, Hungary, HUN
22.3327, 2000, Jan Average, Hungary, HUN
21.0753, 2000, Feb Average, Hungary, HUN
51.8482, 2000, Mar Average, Hungary, HUN
53.9492, 2000, Apr Average, Hungary, HUN
33.6345, 2000, May Average, Hungary, HUN
27.5257, 2000, Jun Average, Hungary, HUN
73.4758, 2000, Jul Average, Hungary, HUN
18.0642, 2000, Aug Average, Hungary, HUN
36.786, 2000, Sep Average, Hungary, HUN
21.7062, 2000, Oct Average, Hungary, HUN
46.6646, 2000, Nov Average, Hungary, HUN
48.0666, 2000, Dec Average, Hungary, HUN
55.3663, 2001, Jan Average, Hungary, HUN
15.4546, 2001, Feb Average, Hungary, HUN
71.373, 2001, Mar Average, Hungary, HUN
48.8032, 2001, Apr Average, Hungary, HUN
28.9517, 2001, May Average, Hungary, HUN
90.4828, 2001, Jun Average, Hungary, HUN
88.9045, 2001, Jul Average, Hungary, HUN
35.5949, 2001, Aug Average, Hungary, HUN
101.359, 2001, Sep Average, Hungary, HUN
10.1898, 2001, Oct Average, Hungary, HUN
43.0367, 2001, Nov Average, Hungary, HUN
22.3658, 2001, Dec Average, Hungary, HUN
9.99412, 2002, Jan Average, Hungary, HUN
25.871, 2002, Feb Average, Hungary, HUN
23.7741, 2002, Mar Average, Hungary, HUN
47.5103, 2002, Apr Average, Hungary, HUN
53.4952, 2002, May Average, Hungary, HUN
56.9274, 2002, Jun Average, Hungary, HUN
81.9274, 2002, Jul Average, Hungary, HUN
101.553, 2002, Aug Average, Hungary, HUN
59.1956, 2002, Sep Average, Hungary, HUN
66.1836, 2002, Oct Average, Hungary, HUN
36.0348, 2002, Nov Average, Hungary, HUN
45.1745, 2002, Dec Average, Hungary, HUN
44.6267, 2003, Jan Average, Hungary, HUN
21.4595, 2003, Feb Average, Hungary, HUN
7.45548, 2003, Mar Average, Hungary, HUN
24.3589, 2003, Apr Average, Hungary, HUN
47.1471, 2003, May Average, Hungary, HUN
40.548, 2003, Jun Average, Hungary, HUN
77.8652, 2003, Jul Average, Hungary, HUN
28.708, 2003, Aug Average, Hungary, HUN
40.9777, 2003, Sep Average, Hungary, HUN
83.3136, 2003, Oct Average, Hungary, HUN
34.8028, 2003, Nov Average, Hungary, HUN
22.8976, 2003, Dec Average, Hungary, HUN
39.5184, 2004, Jan Average, Hungary, HUN
51.4976, 2004, Feb Average, Hungary, HUN
50.8955, 2004, Mar Average, Hungary, HUN
63.9351, 2004, Apr Average, Hungary, HUN
62.7435, 2004, May Average, Hungary, HUN
96.4345, 2004, Jun Average, Hungary, HUN
73.4777, 2004, Jul Average, Hungary, HUN
64.3314, 2004, Aug Average, Hungary, HUN
34.4721, 2004, Sep Average, Hungary, HUN
58.5363, 2004, Oct Average, Hungary, HUN
61.6773, 2004, Nov Average, Hungary, HUN
34.3427, 2004, Dec Average, Hungary, HUN
24.7375, 2005, Jan Average, Hungary, HUN
47.6523, 2005, Feb Average, Hungary, HUN
26.9943, 2005, Mar Average, Hungary, HUN
73.0496, 2005, Apr Average, Hungary, HUN
64.8911, 2005, May Average, Hungary, HUN
67.608, 2005, Jun Average, Hungary, HUN
100.869, 2005, Jul Average, Hungary, HUN
135.577, 2005, Aug Average, Hungary, HUN
56.4367, 2005, Sep Average, Hungary, HUN
8.74188, 2005, Oct Average, Hungary, HUN
33.4243, 2005, Nov Average, Hungary, HUN
79.0197, 2005, Dec Average, Hungary, HUN
33.8343, 2006, Jan Average, Hungary, HUN
38.7235, 2006, Feb Average, Hungary, HUN
45.2025, 2006, Mar Average, Hungary, HUN
58.2573, 2006, Apr Average, Hungary, HUN
87.7872, 2006, May Average, Hungary, HUN
109.014, 2006, Jun Average, Hungary, HUN
29.3001, 2006, Jul Average, Hungary, HUN
120.748, 2006, Aug Average, Hungary, HUN
18.8196, 2006, Sep Average, Hungary, HUN
23.165, 2006, Oct Average, Hungary, HUN
27.0949, 2006, Nov Average, Hungary, HUN
13.2644, 2006, Dec Average, Hungary, HUN
42.2054, 2007, Jan Average, Hungary, HUN
48.5656, 2007, Feb Average, Hungary, HUN
50.55, 2007, Mar Average, Hungary, HUN
4.02837, 2007, Apr Average, Hungary, HUN
76.9766, 2007, May Average, Hungary, HUN
55.8425, 2007, Jun Average, Hungary, HUN
